,Date and Time,Description,data,column0,column1,column2,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12,column13,column14,column15,column16,column17,column18,column19,column20
158827,Jun 03 08:43:28,"Received: $GNGNS,031328.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*76","GNGNS,031328.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031328.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
158843,Jun 03 08:43:29,"Received: $GNGNS,031329.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*77","GNGNS,031329.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031329.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
158859,Jun 03 08:43:30,"Received: $GNGNS,031330.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*7F","GNGNS,031330.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031330.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
158875,Jun 03 08:43:31,"Received: $GNGNS,031331.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*7E","GNGNS,031331.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031331.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
158891,Jun 03 08:43:32,"Received: $GNGNS,031332.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*7D","GNGNS,031332.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031332.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
158907,Jun 03 08:43:33,"Received: $GNGNS,031333.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*7C","GNGNS,031333.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031333.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
158923,Jun 03 08:43:34,"Received: $GNGNS,031334.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*7B","GNGNS,031334.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031334.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
158939,Jun 03 08:43:35,"Received: $GNGNS,031335.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*7A","GNGNS,031335.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031335.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
158955,Jun 03 08:43:36,"Received: $GNGNS,031336.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*79","GNGNS,031336.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031336.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
158973,Jun 03 08:43:37,"Received: $GNGNS,031337.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*78","GNGNS,031337.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031337.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
158989,Jun 03 08:43:38,"Received: $GNGNS,031338.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*77","GNGNS,031338.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031338.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159005,Jun 03 08:43:39,"Received: $GNGNS,031339.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*76","GNGNS,031339.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031339.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159021,Jun 03 08:43:40,"Received: $GNGNS,031340.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*78","GNGNS,031340.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031340.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159037,Jun 03 08:43:41,"Received: $GNGNS,031341.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*79","GNGNS,031341.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031341.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159053,Jun 03 08:43:42,"Received: $GNGNS,031342.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*7A","GNGNS,031342.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031342.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159069,Jun 03 08:43:43,"Received: $GNGNS,031343.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*7B","GNGNS,031343.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031343.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159085,Jun 03 08:43:44,"Received: $GNGNS,031344.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*7C","GNGNS,031344.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031344.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159101,Jun 03 08:43:45,"Received: $GNGNS,031345.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*7D","GNGNS,031345.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031345.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159117,Jun 03 08:43:46,"Received: $GNGNS,031346.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*7E","GNGNS,031346.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031346.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159135,Jun 03 08:43:47,"Received: $GNGNS,031347.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*7F","GNGNS,031347.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031347.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159151,Jun 03 08:43:48,"Received: $GNGNS,031348.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*70","GNGNS,031348.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031348.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159167,Jun 03 08:43:49,"Received: $GNGNS,031349.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*71","GNGNS,031349.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031349.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159183,Jun 03 08:43:50,"Received: $GNGNS,031350.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*79","GNGNS,031350.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031350.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159199,Jun 03 08:43:51,"Received: $GNGNS,031351.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*78","GNGNS,031351.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031351.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159215,Jun 03 08:43:52,"Received: $GNGNS,031352.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*7B","GNGNS,031352.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031352.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159231,Jun 03 08:43:53,"Received: $GNGNS,031353.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*7A","GNGNS,031353.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031353.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159247,Jun 03 08:43:54,"Received: $GNGNS,031354.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*7D","GNGNS,031354.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031354.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159263,Jun 03 08:43:55,"Received: $GNGNS,031355.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*7C","GNGNS,031355.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031355.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159279,Jun 03 08:43:56,"Received: $GNGNS,031356.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*7F","GNGNS,031356.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031356.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159297,Jun 03 08:43:57,"Received: $GNGNS,031357.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*7E","GNGNS,031357.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031357.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159313,Jun 03 08:43:58,"Received: $GNGNS,031358.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*71","GNGNS,031358.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031358.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159329,Jun 03 08:43:59,"Received: $GNGNS,031359.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*70","GNGNS,031359.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031359.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159345,Jun 03 08:44:00,"Received: $GNGNS,031400.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*7B","GNGNS,031400.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031400.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159361,Jun 03 08:44:01,"Received: $GNGNS,031401.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*7A","GNGNS,031401.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031401.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159377,Jun 03 08:44:02,"Received: $GNGNS,031402.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*79","GNGNS,031402.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031402.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159393,Jun 03 08:44:03,"Received: $GNGNS,031403.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*78","GNGNS,031403.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031403.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159409,Jun 03 08:44:04,"Received: $GNGNS,031404.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*7F","GNGNS,031404.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031404.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159425,Jun 03 08:44:05,"Received: $GNGNS,031405.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*7E","GNGNS,031405.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031405.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159441,Jun 03 08:44:06,"Received: $GNGNS,031406.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*7D","GNGNS,031406.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031406.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159459,Jun 03 08:44:07,"Received: $GNGNS,031407.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*7C","GNGNS,031407.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031407.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159475,Jun 03 08:44:08,"Received: $GNGNS,031408.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*73","GNGNS,031408.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031408.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159491,Jun 03 08:44:09,"Received: $GNGNS,031409.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*72","GNGNS,031409.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031409.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159507,Jun 03 08:44:10,"Received: $GNGNS,031410.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*7A","GNGNS,031410.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031410.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159523,Jun 03 08:44:11,"Received: $GNGNS,031411.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*7B","GNGNS,031411.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031411.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159539,Jun 03 08:44:12,"Received: $GNGNS,031412.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*78","GNGNS,031412.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031412.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159555,Jun 03 08:44:13,"Received: $GNGNS,031413.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*79","GNGNS,031413.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031413.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159571,Jun 03 08:44:14,"Received: $GNGNS,031414.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*7E","GNGNS,031414.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031414.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159587,Jun 03 08:44:15,"Received: $GNGNS,031415.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*7F","GNGNS,031415.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031415.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159603,Jun 03 08:44:16,"Received: $GNGNS,031416.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*7C","GNGNS,031416.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031416.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159621,Jun 03 08:44:17,"Received: $GNGNS,031417.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*7D","GNGNS,031417.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031417.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159637,Jun 03 08:44:18,"Received: $GNGNS,031418.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*72","GNGNS,031418.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031418.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159653,Jun 03 08:44:19,"Received: $GNGNS,031419.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*73","GNGNS,031419.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031419.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159669,Jun 03 08:44:20,"Received: $GNGNS,031420.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*79","GNGNS,031420.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031420.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159685,Jun 03 08:44:21,"Received: $GNGNS,031421.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*78","GNGNS,031421.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031421.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159701,Jun 03 08:44:22,"Received: $GNGNS,031422.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*7B","GNGNS,031422.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031422.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159717,Jun 03 08:44:23,"Received: $GNGNS,031423.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*7A","GNGNS,031423.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031423.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159733,Jun 03 08:44:24,"Received: $GNGNS,031424.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*7D","GNGNS,031424.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031424.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159749,Jun 03 08:44:25,"Received: $GNGNS,031425.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*7C","GNGNS,031425.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031425.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159765,Jun 03 08:44:26,"Received: $GNGNS,031426.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*7F","GNGNS,031426.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031426.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159783,Jun 03 08:44:27,"Received: $GNGNS,031427.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*7E","GNGNS,031427.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031427.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159799,Jun 03 08:44:28,"Received: $GNGNS,031428.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*71","GNGNS,031428.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031428.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159815,Jun 03 08:44:29,"Received: $GNGNS,031429.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*70","GNGNS,031429.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031429.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159831,Jun 03 08:44:30,"Received: $GNGNS,031430.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*78","GNGNS,031430.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031430.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159847,Jun 03 08:44:31,"Received: $GNGNS,031431.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*79","GNGNS,031431.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031431.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159863,Jun 03 08:44:32,"Received: $GNGNS,031432.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*7A","GNGNS,031432.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031432.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159879,Jun 03 08:44:33,"Received: $GNGNS,031433.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*7B","GNGNS,031433.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031433.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159895,Jun 03 08:44:34,"Received: $GNGNS,031434.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*7C","GNGNS,031434.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031434.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159911,Jun 03 08:44:35,"Received: $GNGNS,031435.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*7D","GNGNS,031435.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031435.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159927,Jun 03 08:44:36,"Received: $GNGNS,031436.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*7E","GNGNS,031436.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031436.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159945,Jun 03 08:44:37,"Received: $GNGNS,031437.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*7F","GNGNS,031437.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031437.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159961,Jun 03 08:44:38,"Received: $GNGNS,031438.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*70","GNGNS,031438.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031438.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159977,Jun 03 08:44:39,"Received: $GNGNS,031439.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*71","GNGNS,031439.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031439.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
159993,Jun 03 08:44:40,"Received: $GNGNS,031440.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V*7F","GNGNS,031440.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,,,V",GNGNS,031440.000,1256.5957,N,07741.5337,E,ANA,19,0.5,923.8,-89.9,0,0,V,0,0,0,0,0,0,0
